user_id,session_id,transaction_date,transaction_time,hour_of_day,is_weekend,city,state,category,merchant,amount,avg_txn_amount,location_entropy,weekend_ratio,category_diversity,time_of_day_pref,risk_appetite_score,spending_velocity,merchant_loyalty_score,dna_deviation_score,trust_score,is_anomalous_session
USER_0000,SES_488928,2024-12-08,09:00:00,9,True,New York,NY,Electronics,Best Buy,219.01,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.037,0.998,False
USER_0000,SES_679689,2024-04-23,08:00:00,8,False,New York,NY,Dining,Chick-fil-A,61.52,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.2861,0.6698,False
USER_0000,SES_251831,2024-01-25,09:00:00,9,False,New York,NY,Coffee Shops,Peet's Coffee,200.87,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.0621,0.8935,False
USER_0000,SES_562715,2024-01-03,08:00:00,8,False,New York,NY,Coffee Shops,Peet's Coffee,278.48,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1326,0.8764,False
USER_0000,SES_493198,2024-02-23,08:00:00,8,False,New York,NY,Electronics,Apple Store,312.86,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1879,0.8011,False
USER_0000,SES_304581,2024-03-27,06:00:00,6,False,New York,NY,Dining,McDonald's,367.07,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.275,0.7218,False
USER_0000,SES_246551,2024-03-21,08:00:00,8,False,New York,NY,Dining,Panda Express,82.2,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.2529,0.786,False
USER_0000,SES_438234,2024-02-19,09:00:00,9,False,New York,NY,Dining,Chipotle,283.83,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1412,0.906,False
USER_0000,SES_871817,2024-09-01,07:00:00,7,True,New York,NY,Coffee Shops,Dunkin',322.82,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.2039,0.7793,False
USER_0000,SES_410956,2024-08-19,02:00:00,2,False,New York,NY,Jewelry,Kay Jewelers,1472.94,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.505,0.5021,True
USER_0000,SES_605871,2024-03-26,08:00:00,8,False,New York,NY,Electronics,Best Buy,303.16,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1723,0.8233,False
USER_0000,SES_975856,2024-09-19,07:00:00,7,False,New York,NY,Coffee Shops,Peet's Coffee,136.81,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1651,0.8409,False
USER_0000,SES_349716,2024-05-11,08:00:00,8,True,New York,NY,Electronics,Apple Store,253.62,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.0927,0.9571,False
USER_0000,SES_770888,2024-05-28,08:00:00,8,False,New York,NY,Dining,Chipotle,379.76,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.2954,0.669,False
USER_0000,SES_699093,2024-09-16,03:00:00,3,False,Phoenix,AZ,Travel,Airbnb,1017.41,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.76,0.2118,True
USER_0000,SES_969238,2024-04-02,07:00:00,7,False,New York,NY,Dining,McDonald's,87.34,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.2446,0.7655,False
USER_0000,SES_742182,2024-11-07,07:00:00,7,False,New York,NY,Electronics,Apple Store,259.24,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1017,0.8689,False
USER_0000,SES_825869,2024-11-17,07:00:00,7,True,New York,NY,Coffee Shops,Dunkin',314.63,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1907,0.7603,False
USER_0000,SES_982804,2024-07-27,08:00:00,8,True,New York,NY,Dining,Panda Express,157.08,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1325,0.851,False
USER_0000,SES_797808,2024-09-09,09:00:00,9,False,New York,NY,Dining,Local Bistro,268.53,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1166,0.8467,False
USER_0000,SES_702847,2024-04-05,07:00:00,7,False,New York,NY,Electronics,Best Buy,124.48,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1849,0.8353,False
USER_0000,SES_474046,2024-01-03,10:00:00,10,False,New York,NY,Coffee Shops,Dunkin',147.01,217.75,2.6592,0.3172,0.2386,0,0.1963,3.04,0.5552,0.1487,0.8084,False
